,clean_text,sentiment,clean_word_count,clean_char_count,clean_avg_word_length
6410,ouuhh dont cry feel sad right,negative,6,29,4.833333333333333
6411,find via twitter,neutral,3,16,5.333333333333333
6412,snotty nose poorly chest good,negative,5,29,5.8
6413,john john switched meaning pimp someone still pwns halo theyre wasted hahahaha another amazing night,positive,15,100,6.666666666666667
6414, jon 4 lakers video blackberry,neutral,6,44,7.333333333333333
6415,photos niceeeee,positive,2,15,7.5
6416,gmorning twitter world relaxing family sunday methinks,positive,7,54,7.714285714285714
6417,got mine wouldnt let call,neutral,5,25,5.0
6418,never answer me,negative,3,15,5.0
6419,sunny im workin it its much progress let know its,neutral,10,49,4.9
6420,,neutral,1,19,19.0
6421,bus nyc ,neutral,3,27,9.0
6422,were gonna miss you dont worry sure,neutral,7,35,5.0
6423,home work todayson sick,negative,4,23,5.75
6424,_n_booklife heard too seems overreaction,negative,5,40,8.0
6425,chilled day party tomorrow,neutral,4,26,6.5
6426,yes ready go got here ugh sooo pretty outside,positive,9,45,5.0
6427,ryan stiles still funniest man ever got great news great news tonight happy could burst,positive,15,87,5.8
6428,bad im work,negative,3,11,3.6666666666666665
6429,explore site 2 find cool stuff,positive,6,30,5.0
6430,annoyed,negative,1,7,7.0
6431,_girl ooc sorry keep missing other,negative,6,34,5.666666666666667
6432,u brilliantly sweetie blessings joy you,positive,6,39,6.5
6433,back school working bachproject,neutral,4,31,7.75
6434,least firmware upgrade buying time get tax return really,neutral,9,56,6.222222222222222
6435,weekends abouttttto suck,negative,3,24,8.0
6436,dont mind sam liked kate more dont like chris hes smarmy,negative,11,56,5.090909090909091
6437,thanks gifford lectures page,positive,4,28,7.0
6438,btw still cant believe awesome newjabbakidz performance wasu masksi screamed pc,positive,11,79,7.181818181818182
6439,_chapman whuffaoke night gillette stadium,neutral,5,41,8.2
6440,madly love rowwishing money,positive,4,27,6.75
6441,babysitting text keep company,neutral,4,29,7.25
6442,miss u ceddy,negative,3,12,4.0
6443,happy mothers day mothers,positive,4,25,6.25
6444,ive never seen x men films supposed good thought not,positive,10,52,5.2
6445,_w thank you,positive,3,12,4.0
6446,got copy yesterday too although right im digging scala cant read yet,negative,12,68,5.666666666666667
6447,good you dont think ill joining later im hyper hell though whee,positive,12,63,5.25
6448,found friends dad passed away yesterday,negative,6,39,6.5
6449,wraps up well lesson shouldnt take photos youre famous maybe really should,neutral,12,74,6.166666666666667
6450,twitterfacebookmyspaceno phone still,neutral,3,36,12.0
6451,wanted take photo storm misplaced camera,neutral,6,40,6.666666666666667
6452,indeed nice week,positive,3,16,5.333333333333333
6453,im homeon friday night its good,positive,6,31,5.166666666666667
6454,youve made look old pictures cats want kitties,neutral,8,46,5.75
6455,know barely believe its almost over thanks review lovely,positive,9,56,6.222222222222222
6456,well its 6 didnt get call back oh well,neutral,9,38,4.222222222222222
6457,dont know mom gave clean macbook white now tinted grayish blue black desk,positive,13,73,5.615384615384615
6458,horrible experience dentist crown made doesnt fit right wont fix give back money,negative,13,80,6.153846153846154
6459,got sold,neutral,2,8,4.0
6460,dont count,negative,2,10,5.0
6461,playing games leave work work til least 11pm tonight,neutral,9,52,5.777777777777778
6462,great youre saying im old 28 all,positive,7,32,4.571428571428571
6463,good thanks whats miami saying come u wrote me,positive,9,46,5.111111111111111
6464,cant wish sleeping gotta work less 4 hours wait whatre u up,neutral,12,59,4.916666666666667
6465,fun flashy fed hillim sure youre imported cheeto eating fit lol,positive,11,63,5.7272727272727275
6466,looks like rain oh well give chance work new crochet pattern works,positive,12,66,5.5
6467,its weekend sunny got another puncture,negative,6,38,6.333333333333333
6468,2 favorite things fuzzball swine flu ,positive,7,57,8.142857142857142
6469,reading,neutral,1,7,7.0
6470,rhinitis boohooo poor nose,negative,4,26,6.5
6471,3rd day pain,neutral,3,12,4.0
6472,sweet deal want see movie methinks may star trek movie night time hmm,positive,13,69,5.3076923076923075
6473,hahahaha omg win internetz today why trying turn zac efron hahaha,positive,11,65,5.909090909090909
6474,_music aah stopped getting updates home page sadddim guna refollow it worked tswift,negative,13,83,6.384615384615385
6475,darn go whole weekend without em,negative,6,32,5.333333333333333
6476,headache colds,negative,2,14,7.0
6477,hungry dont appetite,negative,3,20,6.666666666666667
6478,monarchy gonna bleed us dry nothing slaves pigs dc dont reconize country anymore,negative,13,80,6.153846153846154
6479,lovely weekend away kits coty relaxed well rested ready week ahead back nnc two weeks,positive,15,85,5.666666666666667
6480,2 hoes none,neutral,3,11,3.6666666666666665
6481,ok getting pink stripey one its subtle im bit bored floral print ok,negative,13,67,5.153846153846154
6482,hey babee love yoooouuu rp time,positive,6,31,5.166666666666667
6483,uft im tutoring lil sis shes cute even though shes eighth grader p,positive,13,66,5.076923076923077
6484,wow thats impressive luckily im rush feel friends arent getting younger cant move house tricky,neutral,15,94,6.266666666666667
6485,sitting myself everyone took good seats,positive,6,39,6.5
6486,_paulevans heyyyyy boo,neutral,3,22,7.333333333333333
6487,going drink mojito lay watch movies hubby goodnight fellow tweeters,positive,10,67,6.7
6488,maybe need start wholey created evolution wholely composed matter flickr group,neutral,11,78,7.090909090909091
6489,crazy fun make man nice sri lanka spiritual place yes,positive,10,53,5.3
6490,happy mothers day mothers,positive,4,25,6.25
6491,figuring watch middlesbrough games next year dreaded drop,neutral,8,57,7.125
6492,jealous family amazing breakfast get rice crispies,neutral,7,50,7.142857142857143
6493,maxin relaxin almost bed time,neutral,5,29,5.8
6494,got best dressed,positive,3,16,5.333333333333333
6495,university hungry,neutral,2,17,8.5
6496,kids summer pool taken over tanning girls haiku yayschoolisout sarcasm,neutral,10,70,7.0
6497,haha sucks actually mine worse mines ft math eww,negative,9,48,5.333333333333333
6498,happiness like peeing pantsnobody see feel its warm sensation,positive,9,61,6.777777777777778
6499,sooo tired wish time nap work,negative,6,29,4.833333333333333
6500,dont get twitter someone help me,neutral,6,32,5.333333333333333
6501,know u r wont til 6pm servicewill u there,neutral,9,41,4.555555555555555
6502,top 20 ways go green  pretty helpful kinda cool actually,positive,11,76,6.909090909090909
6503,its raining,neutral,2,11,5.5
6504,workplace shortsleeved shirt absolutely necessary today,neutral,6,55,9.166666666666666
6505,cant sleeeeep miss long hairrr,negative,5,30,6.0
6506,want somelol got coffee ha ha,neutral,6,29,4.833333333333333
6507,finally upgraded spotify premium exceeded threshold awesomeness time ago wheres iphone app remote,positive,13,97,7.461538461538462
6508,retweet others good tweets least 10 day get involved things twitter,positive,11,67,6.090909090909091
6509,sun back again could kind weather last january february like jackets,positive,11,68,6.181818181818182
6510,recogns could get assignments way june bring,neutral,7,44,6.285714285714286
6511,better get sleep soon get go sunday meetin pass invites jewelery party,neutral,12,70,5.833333333333333
6512,congratulation icehockey victory switzerland,positive,4,44,11.0
6513,go  log twitter details add pics,neutral,7,45,6.428571428571429
6514,hey much you,neutral,3,12,4.0
6515,stayn home school sick doc says bronchitis,negative,7,42,6.0
6516,yummmm make sure u leave 4 im home cleaning working mad hard,negative,12,60,5.0
6517,says love mom ,positive,4,32,8.0
6518,download iemoticons appstore 079ãââ½ cool,neutral,5,41,8.2
6519,relaxing,positive,1,8,8.0
6520,hi kendra whats up follow,neutral,5,25,5.0
6521,relaxing night home best people,positive,5,31,6.2
6522,anyone twitter issues its eating tweets,neutral,6,39,6.5
6523,know list miss bc conflicting plans go,negative,7,38,5.428571428571429
6524,work depressing hell want someone fukin come holiday august,negative,9,59,6.555555555555555
6525,is wish one area,positive,4,16,4.0
6526,back work warm today,negative,4,20,5.0
6527,theres question 140 characters one historys great unanswered ifs would say,positive,11,74,6.7272727272727275
6528,ok im actually going sleep ive houri tweet far much already,neutral,11,59,5.363636363636363
6529,thanks following pretty complicated id lol,neutral,6,42,7.0
6530,ur taking tease lessons guys fair lol oh well well wait patiently can,neutral,13,69,5.3076923076923075
6531,miss,negative,1,4,4.0
6532,going take sociology exam back bed,neutral,6,34,5.666666666666667
6533,going bed soon,neutral,3,14,4.666666666666667
6534,wow feel like ish really feel bad ignorent aholes wont overturn prop 8,negative,13,70,5.384615384615385
6535,_prototype09 im working bit,neutral,4,27,6.75
6536,going great productive week feel it positive thinking key,positive,9,57,6.333333333333333
6537,firefly weekend scifi channel im happy man,positive,7,42,6.0
6538,worried arabelle tweet please text,negative,5,34,6.8
6539,hmmyour blog wont let post comment,negative,6,34,5.666666666666667
6540,im backkkk hungry hell havent ate today,negative,7,39,5.571428571428571
6541,feel depressed couldnt save it thanks nothing,negative,7,45,6.428571428571429
6542,steel toe boots good hear youre comfy hopefully kodiak terra brand,positive,11,66,6.0
6543,yeah work 7 days,neutral,4,16,4.0
6544,used row high school found rowing club ten minutes away thought sign,neutral,12,68,5.666666666666667
6545,tom get ready porto alegre really cold,neutral,7,38,5.428571428571429
6546,haha mate btw seen film called american history x starring edward norton,neutral,12,72,6.0
6547,coffee,neutral,1,6,6.0
6548,youve go mail,neutral,3,13,4.333333333333333
6549,monday starts friday least work 4 days week long days,neutral,10,53,5.3
6550,next time might get time bus anything,neutral,7,37,5.285714285714286
6551,good morning hun loved movie happens vegas good movie,positive,9,53,5.888888888888889
6552,sure wish mind could enter box called nothing men have brain wont go there its exhausting,negative,16,89,5.5625
6553,sorry couldnt get projector working windoze laptop ton people came afterwards saw live,negative,13,86,6.615384615384615
6554,back homes hmm rly going miss boo 2 days like wtf,negative,11,49,4.454545454545454
6555,thank rec doesnt work,neutral,4,21,5.25
6556,long day office again tiring week,negative,6,33,5.5
6557,im sorry andrew wish something could do,negative,7,39,5.571428571428571
6558,youre going uk take with,neutral,5,24,4.8
6559,im really excited im queen bee power mom 50 list feel really really honored nielsenpowermoms,positive,15,92,6.133333333333334
6560,palawan couple days ago ill try post pictures tom,neutral,9,49,5.444444444444445
6561,clive its birthday pat ,neutral,5,67,13.4
6562,new episodes hitman reborn yet,neutral,5,30,6.0
6563,yay youre twitter,positive,3,17,5.666666666666667
6564,mucking guitar rig 3 demo,neutral,5,25,5.0
6565,goood,positive,1,5,5.0
6566,hmmm whole body feels sore,negative,5,26,5.2
6567,wat nice day 2dayme rachel decided walk work walk back lolwas warm inside tho,positive,14,77,5.5
6568,get motivated fact know ill wake productive go sleep in though,positive,11,62,5.636363636363637
6569,needed watch white house correspondents dinner would cheered up,positive,9,63,7.0
6570,_ im tired think imma go bed,negative,7,28,4.0
6571,shoes me,neutral,2,8,4.0
6572,im filing much less fun sorting cos still look hunt details,positive,11,59,5.363636363636363
6573,cry cant believe lost chat,negative,5,26,5.2
6574,were gonna able talk,negative,4,20,5.0
6575,cool cant wait dustbin baby,positive,5,27,5.4
6576,17 actually quite good consideringoff bed now long day tomorrow june 12thplease come soon but soon,positive,16,98,6.125
6577,hapee mothers day mothers there,positive,5,31,6.2
6578,gasp pulleaase dont hate u ask question dont answer given time cant see you sorry,neutral,15,81,5.4
6579,congrats bike ride today impressive indeed ya might doing tour de france day,positive,13,76,5.846153846153846
6580,haha okay fun that haha,positive,5,23,4.6
6581,today eventful,positive,2,14,7.0
6582,ohh realized still talking b like dat times,negative,8,43,5.375
6583,cant wait get hands new blackberry one dying,negative,8,44,5.5
6584,14 hours later still drunk drive shame letting drink much peak spirits right now,negative,14,80,5.714285714285714
6585,know really wanna stuff im school next week ill free days week ill hit u,negative,15,72,4.8
6586,little booboo sick,negative,3,18,6.0
6587,happy mothers day mothers there,positive,5,31,6.2
6588,cant please everybody ,neutral,4,40,10.0
6589,omg woke sleeping 3hrs arm aching hurts bad,negative,8,43,5.375
6590,wow hehehe mushymushy mode,positive,4,26,6.5
6591,eh its cold,neutral,3,11,3.6666666666666665
6592,hey cant wait 4 u guys 2 come 2 jersey woop hope ur lookin 4ward 2 coz r x,positive,19,74,3.8947368421052633
6593,thanks its good tv simple that dollhouse,positive,7,40,5.714285714285714
6594,class color day tomorrow last time lot remember tomorrow bet ill forget _,neutral,13,73,5.615384615384615
6595,good,positive,1,4,4.0
6596,post reminded sit something out looks like steak dinner,neutral,9,55,6.111111111111111
6597,sturday night live,neutral,3,18,6.0
6598,wov,neutral,1,3,3.0
6599,smells badly garlic,negative,3,19,6.333333333333333
6600,ok believe youbut belly buttonlol,neutral,5,33,6.6
6601,wow thanks lot cant believe didnt think that xd,positive,9,47,5.222222222222222
6602,wayyy thats funny well sure missing out ever since left feel next visit,neutral,13,71,5.461538461538462
6603,aaaaarrrrggghhh huge spider towel pile cries glad kerbear isnt sorry mum cant bring rest,negative,14,88,6.285714285714286
6604,looks noida,neutral,2,11,5.5
6605,daisy got attacked another doggie park,negative,6,38,6.333333333333333
6606,well completely lame im sorry dude,negative,6,34,5.666666666666667
6607,watched one day middle playing really doesnt hold,negative,8,49,6.125
6608,_charlotte should another thrown im sure one american family,neutral,9,60,6.666666666666667
6609,im sorry dont wanna cuz u act u turn right around ignore,negative,12,56,4.666666666666667
6610,_lantos jeff cant forcast tonight says saturday hes good 830 time ifyou knowãââ½ dont life saturdays,positive,16,100,6.25
6611,found want able go see daddy tomorrow leaves ty activity tomorrow morning sucks,negative,13,79,6.076923076923077
6612,wut itell u yesterday lol,neutral,5,25,5.0
6613,waiting car wash see say amara,neutral,6,30,5.0
6614,got 3440 exam 1 percentage doesnt look good,positive,8,43,5.375
6615,think mine hangers closet,neutral,4,25,6.25
6616,_carter says video private,neutral,4,26,6.5
6617,think followin u 4 bout week yea kinda,neutral,8,38,4.75
6618,wanted point youtube subscribers tom felton thought might make happy,positive,10,68,6.8
6619,guys call bartãâ ofãâ theãâ criticalãâ questions im guessing thats good thing zeropointit,positive,13,89,6.846153846153846
6620,missed match game tonight hope make tomorrow night,negative,8,50,6.25
6621,guess 2448 hour maintenance im sad miss friends,negative,8,47,5.875
6622,fall asleep know feels lol drag hell tonight quite excited,positive,10,58,5.8
6623,happy star wars dayevery one may fourth you,positive,8,43,5.375
6624,cant mix match dumb drive in,negative,6,28,4.666666666666667
6625,heading hospital sort back looking forward,neutral,6,42,7.0
6626,feel u sooo close hard cant point ugh,negative,8,37,4.625
6627,love jonas brothers trending topics maybe taylors turn next,positive,9,59,6.555555555555555
6628,cant wait cant wait see 3d concert experience i live uk trailer cinema yesterday,positive,14,80,5.714285714285714
6629,feel like saying happy belated birfdayy im month late,negative,9,53,5.888888888888889
6630,nobobys behind think lead 148 far,positive,6,33,5.5
6631,weekend quiet planning new websites today research choosing hats coffee hat sounds good though kettle,positive,15,101,6.733333333333333
6632,aww hope uve hada good day xxxxx,positive,7,32,4.571428571428571
6633,want new lappy,neutral,3,14,4.666666666666667
6634,great day rain keeps may go swimming instead dining,positive,9,51,5.666666666666667
6635,haha dont ever many times,neutral,5,25,5.0
6636,really really ready,neutral,3,19,6.333333333333333
6637,cant vote stopped voting,neutral,4,24,6.0
6638,watching jonas,neutral,2,14,7.0
6639,thing happens time,neutral,3,18,6.0
6640,30 minutes happy mothers day alll amazing moms there going bed,positive,11,62,5.636363636363637
6641,aw named car thats sweet im sorry hear petey go hope find really posh rollerskate,neutral,15,81,5.4
6642,goodnight good bye you hope best dreams,positive,7,39,5.571428571428571
6643,hi bunny recently subcribed channel youtube make great stuff kinda wanted say hi,positive,13,80,6.153846153846154
6644,installing new hard drive gotta redo everything though,neutral,8,54,6.75
6645,twitter officially best way advertise something,positive,6,47,7.833333333333333
6646,unfortunately heffas decided take impromptu mall trip without telling,negative,9,69,7.666666666666667
6647,saw land rover pull school parking lot thought spencer,neutral,9,54,6.0
6648,raining calicut,neutral,2,15,7.5
6649,commercial shoot tokyo much time play quick dirty,neutral,8,49,6.125
6650,sims 3 wouldnt work old macbook hope get sims 2 tomorrow,neutral,11,56,5.090909090909091
6651,_en were waiting belgrade cant wait,neutral,6,35,5.833333333333333
6652,check google analytics always get googlecom safaris autofill kicks in makes laugh,positive,12,81,6.75
6653,happy mothers day mom love you,positive,6,30,5.0
6654,looks like diamond ball,negative,4,23,5.75
6655,hmmm realizedi didnt bday cake birthdayboo hoo,positive,7,46,6.571428571428571
6656,least doesnt try violently hump like female dog,positive,8,47,5.875
6657,early lunch getting dressed amys confirmation,neutral,6,45,7.5
6658,interview 177 views 22 away 200 thanx reading ppl  mattmccoy,positive,11,75,6.818181818181818
6659,might missed latest experiment know blogs many words days ,neutral,10,78,7.8
6660,ugh worried math test,negative,4,21,5.25
6661,bsg might made cry,negative,4,18,4.5
6662,planning mothers day special beloved mother,positive,6,43,7.166666666666667
6663,greeting happy mothers day,positive,4,26,6.5
6664,gotta love nasty weatherrrrr jealous ur knotts,neutral,7,46,6.571428571428571
6665,fall asleep didnt get see jonas brothers web cast still tierd,negative,11,61,5.545454545454546
6666,haha good,positive,2,9,4.5
6667,would like nutella none,negative,4,23,5.75
6668,dont think im well time weekend,negative,6,31,5.166666666666667
6669,a ill waiting then hope doesnt rain,positive,7,39,5.571428571428571
6670,leg broke waiting untile go,negative,5,27,5.4
6671,_cali good morning,positive,3,18,6.0
6672,awww youll fine,positive,3,15,5.0
6673,really stop relying family say going get lunch,negative,8,46,5.75
6674,finished first workout jillian michaels 30day making cut program feeling great hopefully eating good,positive,14,100,7.142857142857143
6675,no seriously guys wanted kick monday starwarswithaddedpants spam really,negative,9,71,7.888888888888889
6676,got back carlton greenville benz getting serviced time make money think ill make sales calls,neutral,15,92,6.133333333333334
6677,_jean think it get states theyll probably still touring wont dammit,negative,11,67,6.090909090909091
6678,wouldnt let vote yesterday made today really hope u win cause everyone knows u deserve d,positive,16,88,5.5
6679,parents sold car,neutral,3,16,5.333333333333333
6680,hah yeah bad gonna lie o fun,negative,7,28,4.0
6681,pleasure anytime,positive,2,16,8.0
6682,curses firewallproxy server restrictions wait get home,negative,7,54,7.714285714285714
6683,ruth today,neutral,2,10,5.0
6684,diesel yaris 70mpg sad available us thatd awesome,neutral,8,49,6.125
6685,good morning miamiadc weekend great monday also great hope wonderful day,positive,11,72,6.545454545454546
6686,close didnt think itd running long still havent chance see it,neutral,11,61,5.545454545454546
6687,oh snap,neutral,2,7,3.5
6688,good night everyone im going lay bed watch eraser,positive,9,49,5.444444444444445
6689,oh zombiepix dont follow anymore need someone cheer,positive,8,51,6.375
6690,bored home,negative,2,10,5.0
6691,agree work double shift,neutral,4,23,5.75
6692,days summervac school comes along 2 end annual problem r generation finding good way 2 spend it,neutral,17,95,5.588235294117647
6693,oh please wanted complete unfinished tweet 5 tweets cropped between tweet looks dorky,negative,13,85,6.538461538461538
6694,cable signal messed up im missing ghostwhisperer news hurt toe cold like hot weather,negative,14,84,6.0
6695,aww tessy wanna hug,positive,4,19,4.75
6696,exams kinda near week more 2 projects yet submitted almost failing one subjects may allah save,negative,16,94,5.875
6697,scary lightning thunder im glad its now going sleep hope im late school tomorow again haha,positive,16,90,5.625
6698,nice idea mil gift crochet it good idea looking online youtube videos showing lefty crochet,positive,15,91,6.066666666666666
6699,good job,positive,2,8,4.0
6700,maudio ie30s remembered much 3 u right earbud ceased functioning shures r 2 bright w lame bass,neutral,17,94,5.529411764705882
6701,problemo family guy,positive,3,19,6.333333333333333
6702,london car thats 500 degrees air con,neutral,7,36,5.142857142857143
6703,actually sos wont here vi accompanied gliss make me day brandi carlile busy month gigwise,neutral,15,89,5.933333333333334
6704,okay lied meant time next week sooo much longer miss mommy,negative,11,58,5.2727272727272725
6705,transformer id step people hear squoosh im guess ill cup coffee instead,neutral,12,71,5.916666666666667
6706,know season zoomed by,neutral,4,21,5.25
6707,thanks glad like,positive,3,16,5.333333333333333
6708,lazy sunday love lazy days,positive,5,26,5.2
6709,way disneyland without retsi,neutral,4,28,7.0
6710,fun tonight ill leave thisbrandi carlile dallas today sneak show,positive,10,64,6.4
6711,puppy shall loose um manly parts today poor guy,negative,9,47,5.222222222222222
6712,someone fly reno,neutral,3,16,5.333333333333333
6713,packing cleaning getting done last day apartment time tomorrow storage,neutral,10,70,7.0
6714,tummy ache,negative,2,10,5.0
6715,yep sleepfail another 78 hours itll ddfail,negative,7,42,6.0
6716,looking new ideas blog,neutral,4,22,5.5
6717,work miserable day,negative,3,18,6.0
6718,bgt gutted finishes tomorrow stavros flatley way,negative,7,48,6.857142857142857
6719,less rain sunshine,neutral,3,18,6.0
6720,thanks that,positive,2,11,5.5
6721,going able buy 1 ticket online livenation tomorrow cant make la,neutral,11,63,5.7272727272727275
6722,ahh sucks,negative,2,9,4.5
6723,aaaah see prez obama holding hands wifey soooo romantic even white house,positive,12,72,6.0
6724,mcfonalds roulette lose forgot mygrilled snack wrap,negative,7,51,7.285714285714286
6725,noooooooo miss sooooooo much gaah,negative,5,33,6.6
6726,awesome pedicure today,positive,3,22,7.333333333333333
6727,next thing tomorrow morning temperature check its gonna routine till swine flu dies good night everyone,positive,16,103,6.4375
6728,elena left morning nine months spent living itll probably 2 years till see again hmph,negative,15,85,5.666666666666667
6729,tired didnt get home till 530 work bjs 1215,negative,9,43,4.777777777777778
6730,tonight,neutral,1,7,7.0
6731,full nice dinner,positive,3,16,5.333333333333333
6732,sunshinethe thing see clouds,neutral,4,28,7.0
6733,scene 4am always,negative,3,16,5.333333333333333
6734,went bestbuy today found pretty much ever hp except one wanted look,positive,12,67,5.583333333333333
6735,sitting work watching clock isnt moving fast enough,negative,8,51,6.375
6736,first happy mothers day second makes us think way do feel way feel dont know wish,positive,16,81,5.0625
6737,liking fake tan orange colour,positive,5,29,5.8
6738,bums really look big,neutral,4,20,5.0
6739,hes got adjusting mates online shop zzzzzzzzzzzzzzz boring,negative,8,58,7.25
6740,saw us postal hiring done filling preapplication thingy didnt show jobs open area,negative,13,81,6.230769230769231
6741,well u werent around 2 twit,neutral,6,27,4.5
6742,thats enough ill nothing 2 hours,neutral,6,32,5.333333333333333
6743, iva already miss yoo sweet,negative,6,46,7.666666666666667
6744,chowder,negative,1,7,7.0
6745,yep,neutral,1,3,3.0
6746,sorry mo thought u work tomorrow go casino together,negative,9,51,5.666666666666667
6747,munch away dear watson munch away,neutral,6,33,5.5
6748,thats crazy would anyone follow you tweets much fun,neutral,9,51,5.666666666666667
6749,thank you best tomorrow hope lovely day together,positive,8,48,6.0
6750,see you 080809,neutral,3,14,4.666666666666667
6751,ready go milan see yall evening,neutral,6,31,5.166666666666667
6752,hanging amber,neutral,2,13,6.5
6753,awww hates wen families brokun humuns maybee see agin wun day,negative,11,61,5.545454545454546
6754,came back home ne gig another fun night skankinwhat workout,positive,10,59,5.9
6755,youre kidding say fast you like 5 seconds tweet nothing,neutral,10,55,5.5
6756,going look bunch open homes today get feel market think ive got lot saving do,neutral,15,77,5.133333333333334
6757,want buy great album unfortunately dont hav enuff funds long time noisy,negative,12,71,5.916666666666667
6758,ooohhh well could always borrow burn buddy lol,positive,8,46,5.75
6759,surely guessed arbiter judith,neutral,4,29,7.25
6760,friend loves spot want go,positive,5,25,5.0
6761,yeahhh dont judge pillow,neutral,4,24,6.0
6762,haha wish bfa photography now,positive,5,29,5.8
6763,many cocktails last night head hurts,negative,6,36,6.0
6764,need get good hard workout today work feel like ive slacking good,negative,12,65,5.416666666666667
6765,bgt cant watch anymore,negative,4,22,5.5
6766,woah 311 really good rain earlier rather nice,positive,8,45,5.625
6767,awww cuuuute newborns fun,positive,4,25,6.25
6768,right richard marxs right waiting really making feel nauseatingly sad,negative,10,69,6.9
6769,yes cold coffee yesterday sugar cream way like,positive,8,46,5.75
6770,starving alyssas mom would bring subway,neutral,6,39,6.5
6771,thanks still waiting dont know whats taking long bad sign good sign,neutral,12,67,5.583333333333333
6772,shitload fun friends,positive,3,20,6.666666666666667
6773,public bathrooms,neutral,2,16,8.0
6774,everything usually watch pending ,neutral,5,63,12.6
6775,tummy pains n woke stu drink middle night dont remember,negative,10,55,5.5
6776,forgot montel quote good one,neutral,5,28,5.6
6777,still away 4am cos dont school tomorrow thats why,neutral,9,49,5.444444444444445
6778,aw youre thanks much twitter loveeee appreciate every last drop,positive,10,63,6.3
6779,spent 45 minutes book store bought one book,neutral,8,43,5.375
6780,brother 3 wandering around house underwear charming 2 sisters female guests im sure,positive,13,83,6.384615384615385
6781,super excited,positive,2,13,6.5
6782,dreading work tomorrow wish one day,neutral,6,35,5.833333333333333
6783,yet sorry,negative,2,9,4.5
6784,lacey alright though quite gashes keeps tail legs,neutral,8,49,6.125
6785,kazim kazim didnt know name,neutral,5,27,5.4
6786,yesss flash tonight ittakestimetoopenawebpage,negative,4,45,11.25
6787,yea us 3 max poor trivun,neutral,6,24,4.0
6788,im away comp ill back later,neutral,6,27,4.5
6789,_polanco hi uploaded 5 completely new chinese lessons  please feel free watch enjoy,positive,14,108,7.714285714285714
6790,suivez moi follow everybody,neutral,4,27,6.75
6791,wow away 4 whilestupid lap top shopstill hope everyone well,neutral,10,59,5.9
6792,welcome found yesterday accident,neutral,4,32,8.0
6793,here thought back work today,neutral,5,28,5.6
6794,missing morning work cause bench press back jakarta goodluck diga test easy peasy hehehe,positive,14,88,6.285714285714286
6795,bgt ooooh tooo weird,negative,4,20,5.0
6796,sitting chevy dealership utah waiting van fixed,neutral,7,47,6.714285714285714
6797,thanks _twit01,positive,2,14,7.0
6798,going newbrunswick canada drive lol live far far away,neutral,9,53,5.888888888888889
6799,167 sql queries display one single deal page ozbargain looks like ill fun optimising it bad bad drupal,positive,18,102,5.666666666666667
6800,cnt get it goin ur old messages help,negative,8,36,4.5
6801,favorite curling iron broke,positive,4,27,6.75
6802,band practice,neutral,2,13,6.5
6803,haha hey check love herhis tweets,positive,6,33,5.5
6804,guess ive got 20 wow impossible,negative,6,31,5.166666666666667
6805,upgraded,neutral,1,8,8.0
6806,willie pouting grandma didnt put treats food ,negative,8,89,11.125
6807,love jazzercise mrs underwood wish chaperone,positive,6,44,7.333333333333333
6808,well left six flags didnt get ride wanted to bummer maybe next time,negative,13,67,5.153846153846154
6809,as its bs tell you ah well better attempt,neutral,9,41,4.555555555555555
6810,cold rainy,neutral,2,10,5.0
6811,yep sang song,neutral,3,13,4.333333333333333
6812,happy mothers day,positive,3,17,5.666666666666667
6813,i givee anything lovee daniel schuhmacher,neutral,6,41,6.833333333333333
6814,apparently getting anymore sad,negative,4,30,7.5
6815,gym day hoping enjoy last friday twenties,positive,7,41,5.857142857142857
6816,headache nobody keep company _wantstobeakiddagain3,negative,5,50,10.0
6817,wish didnt work today,neutral,4,21,5.25
6818,its 105 much asugar btaste lord thatll put ya down fun way,negative,12,58,4.833333333333333
6819,really dont want send siteits kinds private,neutral,7,43,6.142857142857143
6820,hanging cousin,neutral,2,14,7.0
6821,tried pincode says expired put up,neutral,6,33,5.5
6822,believe ittomorrow night jay lenos last episode tonight show encourage everyone watch welcome conan,positive,14,99,7.071428571428571
6823,someone do good morning,positive,4,23,5.75
6824,george still mending car,neutral,4,24,6.0
6825,hhhhhhaaaaaaaaaaaaa yo u hve tearsits fault said u cancelled thought,neutral,10,68,6.8
6826,finger hurts cause infected,negative,4,27,6.75
6827,zero thomas it,neutral,3,14,4.666666666666667
6828,wonderful trip read 4 twilight novels completely consuming engrossing kinda sad done,neutral,12,84,7.0
6829,yes sir see ,neutral,4,24,6.0
6830,_carter says video private wont let watch,neutral,7,41,5.857142857142857
6831,cant forget say that hahaha wouldnt able get home,neutral,9,49,5.444444444444445
6832,dont know heck space time bgt bored,negative,7,35,5.0
6833,wellll 2 feed others mainly shade loving native wildflowers,positive,9,59,6.555555555555555
6834,aw wish ireland,positive,3,15,5.0
6835,lost followers something said swear freeballing ugg last time mention thing,neutral,11,75,6.818181818181818
6836,ahh im confused do dont wanna run away really handle real relationship love anyways false hope,negative,16,94,5.875
6837,great hear u today u r best cannot wait see u cruise 3 cindy sign,positive,15,65,4.333333333333333
6838,pillow heaven,positive,2,13,6.5
6839,lol vats insiders,positive,3,17,5.666666666666667
6840,kinda here maybe good coffee dilemma tho,neutral,7,40,5.714285714285714
6841,right whole twitter silence experiment last four days murder inability mouth,negative,11,76,6.909090909090909
